Date,Price,Open,High,Low,Change %
2022-01-19,2498.2,2498.2,2498.2,2498.2,-0.00%
2022-01-20,2495.77,2495.77,2495.77,2495.77,-0.10%
2022-01-21,2467.99,2467.99,2467.99,2467.99,-1.11%
2022-01-24,2410.9,2410.9,2410.9,2410.9,-2.31%
2022-01-25,2424.34,2424.34,2424.34,2424.34,0.56%
2022-01-26,2463.87,2463.87,2463.87,2463.87,1.63%
2022-01-27,2478.73,2478.73,2478.73,2478.73,0.60%
2022-01-28,2475.13,2475.13,2475.13,2475.13,-0.14%
2022-01-31,2470.65,2470.65,2470.65,2470.65,-0.18%
2022-02-01,2493.27,2493.27,2493.27,2493.27,0.92%
2022-02-02,2498.35,2498.35,2498.35,2498.35,0.20%
2022-02-03,2488.64,2488.64,2488.64,2488.64,-0.39%
2022-02-04,2476.37,2476.37,2476.37,2476.37,-0.49%
2022-02-07,2482.34,2482.34,2482.34,2482.34,0.24%
2022-02-08,2499.41,2499.41,2499.41,2499.41,0.69%
2022-02-09,2533.5,2533.51,2533.51,2533.51,1.36%
2022-02-10,2546.37,2546.37,2546.37,2546.37,0.51%
2022-02-11,2537.5,2537.5,2537.5,2537.5,-0.35%
2022-02-14,2507.92,2507.92,2507.92,2507.92,-1.17%
2022-02-15,2529.95,2529.95,2529.95,2529.95,0.88%
2022-02-16,2541.2,2541.2,2541.2,2541.2,0.44%
2022-02-17,2524.25,2524.25,2524.25,2524.25,-0.67%
2022-02-18,2513.33,2513.33,2513.33,2513.33,-0.43%
2022-02-21,2488.36,2488.36,2488.36,2488.36,-0.99%
2022-02-22,2476.73,2476.73,2476.73,2476.73,-0.47%
2022-02-23,2465.94,2465.94,2465.94,2465.94,-0.44%
2022-02-24,2400.65,2400.65,2400.65,2400.65,-2.65%
2022-02-25,2450.93,2450.93,2450.93,2450.93,2.09%
2022-02-28,2436.75,2436.75,2436.75,2436.75,-0.58%
2022-03-01,2381.24,2381.24,2381.24,2381.24,-2.28%
2022-03-02,2409.05,2409.05,2409.05,2409.05,1.17%
2022-03-03,2372.64,2372.64,2372.64,2372.64,-1.51%
2022-03-04,2291.19,2291.19,2291.19,2291.19,-3.43%
